user_id,first_purchase,last_purchase,frequency,transaction_lines,units,monetary,customer_aov,recency_days,r_score,f_score,m_score,fm_score,segment
1515915625686158552,2021-11-01 08:52:53+00:00,2021-11-22 13:44:27+00:00,2,2,2,1327.68,663.84,9,5,2,5,4,Champions
1515915625677622551,2021-09-14 18:59:17+00:00,2021-10-24 18:59:46+00:00,2,2,2,1327.53,663.765,38,5,2,5,4,Champions
1515915625330126371,2019-12-22 07:52:02+00:00,2020-08-30 08:44:00+00:00,3,4,4,1327.22,442.4066666666667,459,1,3,5,4,At Risk
1515915625648643931,2021-06-03 19:14:49+00:00,2021-06-03 19:14:49+00:00,1,4,4,1326.48,1326.48,181,3,1,5,3,Potential Loyalists
1515915625622160401,2021-05-18 06:49:21+00:00,2021-11-20 08:09:46+00:00,3,3,3,1325.9299999999998,441.97666666666663,12,5,3,5,4,Champions
1515915625373731200,2020-01-31 07:34:18+00:00,2020-01-31 07:41:42+00:00,2,5,5,1325.54,662.77,671,1,2,5,4,At Risk
1515915625445140741,2020-04-22 19:37:54+00:00,2020-04-22 19:37:54+00:00,1,5,5,1325.35,1325.35,588,1,1,5,3,Potential Loyalists
1515915625662741231,2021-10-19 05:47:08+00:00,2021-10-19 05:47:08+00:00,1,3,3,1322.8799999999999,1322.8799999999999,44,5,1,5,3,Recent Customers
1515915625156271885,2019-08-24 17:34:57+00:00,2021-11-07 19:33:28+00:00,3,4,4,1322.74,440.91333333333336,24,5,3,5,4,Champions
1515915625607827521,2021-02-20 18:03:38+00:00,2021-02-20 18:06:32+00:00,2,6,6,1322.61,661.305,284,2,2,5,4,At Risk
1515915625622097352,2021-03-31 17:58:31+00:00,2021-03-31 18:08:43+00:00,4,6,6,1322.28,330.57,245,3,3,5,4,Loyal Customers
1515915625183562884,2021-07-04 08:43:25+00:00,2021-07-14 13:53:51+00:00,2,4,4,1322.2,661.1,140,4,2,5,4,Champions
1515915625626913236,2021-08-08 12:15:51+00:00,2021-08-11 10:24:04+00:00,2,4,4,1322.2,661.1,112,4,2,5,4,Champions
1515915625661798130,2021-07-22 15:45:01+00:00,2021-07-31 05:35:37+00:00,2,2,2,1321.65,660.825,124,4,2,5,4,Champions
1515915625646705453,2021-11-02 09:28:28+00:00,2021-11-02 09:28:28+00:00,1,2,2,1321.64,1321.64,30,5,1,5,3,Recent Customers
1515915625176344144,2021-11-05 08:25:52+00:00,2021-11-06 20:22:12+00:00,2,2,2,1321.6399999999999,660.8199999999999,25,5,2,5,4,Champions
1515915625627180054,2021-04-03 12:21:17+00:00,2021-04-03 12:21:17+00:00,1,2,2,1321.6399999999999,1321.6399999999999,242,3,1,5,3,Potential Loyalists
1515915625694076871,2021-10-10 13:33:34+00:00,2021-10-10 13:33:34+00:00,1,4,4,1321.58,1321.58,52,5,1,5,3,Recent Customers
1515915625086864344,2020-02-27 12:57:07+00:00,2020-12-08 09:53:41+00:00,2,4,4,1321.3600000000001,660.6800000000001,359,1,2,5,4,At Risk
1515915625718014225,2021-11-26 16:21:54+00:00,2021-11-26 16:21:54+00:00,2,6,6,1319.02,659.51,5,5,2,5,4,Champions
1515915625717593802,2021-11-25 21:58:33+00:00,2021-11-25 21:58:33+00:00,1,5,5,1318.7199999999998,1318.7199999999998,6,5,1,5,3,Recent Customers
1454274905439732223,2019-12-09 09:16:43+00:00,2019-12-09 09:16:43+00:00,1,3,3,1317.4,1317.4,724,1,1,5,3,Potential Loyalists
1515915625714951076,2021-11-21 05:32:35+00:00,2021-11-21 05:32:35+00:00,1,4,4,1317.02,1317.02,11,5,1,5,3,Recent Customers
1515915625155618409,2019-07-12 09:30:33+00:00,2019-07-14 10:11:00+00:00,2,5,5,1315.76,657.88,871,1,2,5,4,At Risk
1515915625400874417,2020-06-02 10:00:12+00:00,2021-08-01 07:44:07+00:00,6,6,6,1315.6100000000001,219.26833333333335,123,4,4,5,4,Champions
1515915625230812367,2019-03-09 11:18:23+00:00,2020-03-13 06:22:33+00:00,5,7,7,1315.47,263.094,629,1,4,5,4,At Risk
1515915625685075559,2021-09-28 21:37:24+00:00,2021-09-28 21:37:24+00:00,1,2,2,1314.9299999999998,1314.9299999999998,64,4,1,5,3,Recent Customers
1515915625713704887,2021-11-18 15:15:34+00:00,2021-11-18 15:45:44+00:00,2,2,2,1314.9099999999999,657.4549999999999,13,5,2,5,4,Champions
1515915625592361658,2021-07-12 18:03:04+00:00,2021-07-12 18:03:04+00:00,1,2,2,1314.8000000000002,1314.8000000000002,142,4,1,5,3,Recent Customers
1515915625638722202,2021-07-05 07:54:26+00:00,2021-07-26 09:11:03+00:00,2,2,2,1314.8,657.4,129,4,2,5,4,Champions
1515915625705127547,2021-11-23 16:00:39+00:00,2021-11-23 16:00:39+00:00,1,2,2,1314.8,1314.8,8,5,1,5,3,Recent Customers
1515915625608654057,2021-02-23 05:13:34+00:00,2021-02-23 05:14:42+00:00,2,2,2,1314.79,657.395,282,2,2,5,4,At Risk
1515915625519968184,2020-09-26 11:41:40+00:00,2020-09-26 11:41:40+00:00,1,2,2,1314.79,1314.79,431,1,1,5,3,Potential Loyalists
1515915625598549172,2021-01-30 01:09:03+00:00,2021-01-30 01:09:03+00:00,1,2,2,1314.79,1314.79,306,2,1,5,3,Potential Loyalists
1515915625606918190,2021-02-28 12:45:56+00:00,2021-02-28 12:45:56+00:00,1,2,2,1314.79,1314.79,276,2,1,5,3,Potential Loyalists
1515915625705930150,2021-11-04 10:24:59+00:00,2021-11-04 11:19:39+00:00,3,3,3,1314.66,438.22,27,5,3,5,4,Champions
1515915625268013624,2020-01-24 16:34:14+00:00,2020-01-24 16:34:14+00:00,1,3,3,1314.66,1314.66,677,1,1,5,3,Potential Loyalists
1515915625604187601,2021-02-11 14:43:57+00:00,2021-02-11 14:56:52+00:00,2,4,4,1314.52,657.26,293,2,2,5,4,At Risk
1515915625199039628,2020-02-17 22:25:54+00:00,2020-02-17 22:25:54+00:00,1,4,4,1314.52,1314.52,653,1,1,5,3,Potential Loyalists
1515915625561707071,2020-12-12 16:57:58+00:00,2020-12-13 15:37:58+00:00,2,2,2,1314.35,657.175,353,1,2,5,4,At Risk
1515915625605418267,2021-04-08 11:40:21+00:00,2021-10-06 05:16:25+00:00,6,6,6,1314.24,219.04,57,5,4,5,4,Champions
1515915625674593061,2021-08-23 23:03:05+00:00,2021-08-23 23:03:05+00:00,1,2,2,1313.4299999999998,1313.4299999999998,100,4,1,5,3,Recent Customers
1515915625407369715,2020-01-29 16:54:22+00:00,2020-01-29 16:54:22+00:00,1,2,2,1312.47,1312.47,672,1,1,5,3,Potential Loyalists
1515915625700349026,2021-10-23 16:14:22+00:00,2021-10-23 16:14:22+00:00,1,2,2,1312.47,1312.47,39,5,1,5,3,Recent Customers
1515915625704360324,2021-11-01 11:24:40+00:00,2021-11-08 15:50:59+00:00,5,5,5,1310.55,262.11,23,5,4,5,4,Champions
1515915625495664662,2020-07-27 10:25:04+00:00,2020-10-01 19:56:24+00:00,5,6,6,1310.54,262.108,426,1,4,5,4,At Risk
1515915625672060220,2021-08-17 20:12:44+00:00,2021-08-17 20:27:35+00:00,2,4,4,1310.3400000000001,655.1700000000001,106,4,2,5,4,Champions
1515915625462832840,2020-05-21 06:21:15+00:00,2021-01-22 08:45:35+00:00,7,8,8,1308.6299999999999,186.94714285714284,314,2,4,5,4,At Risk
1515915625530693905,2021-04-02 04:15:29+00:00,2021-04-02 04:15:29+00:00,1,1,1,1308.08,1308.08,244,3,1,5,3,Potential Loyalists
1515915625692947503,2021-10-08 01:12:54+00:00,2021-10-08 01:12:54+00:00,1,1,1,1308.08,1308.08,55,5,1,5,3,Recent Customers
1515915625531811262,2020-10-29 08:28:41+00:00,2021-04-08 14:15:18+00:00,7,7,7,1307.88,186.84,237,3,4,5,4,Loyal Customers
1515915625528607081,2020-11-04 17:26:29+00:00,2021-11-13 14:15:48+00:00,3,3,3,1307.82,435.94,18,5,3,5,4,Champions
1515915625650283714,2021-06-09 11:16:26+00:00,2021-06-09 11:16:26+00:00,1,4,4,1307.67,1307.67,175,3,1,5,3,Potential Loyalists
1515915625228125344,2019-01-24 21:35:01+00:00,2020-12-07 07:57:12+00:00,2,6,6,1307.66,653.83,360,1,2,5,4,At Risk
1515915625718463379,2021-11-28 19:02:14+00:00,2021-11-28 19:02:14+00:00,1,4,4,1304.99,1304.99,3,5,1,5,3,Recent Customers
1515915625677269098,2021-08-30 07:28:20+00:00,2021-08-30 11:30:24+00:00,2,4,4,1304.83,652.415,93,4,2,5,4,Champions
1515915625230812071,2019-11-08 10:38:13+00:00,2021-04-11 19:18:22+00:00,4,7,7,1304.49,326.1225,234,3,3,5,4,Loyal Customers
1515915625510445155,2021-01-01 15:11:48+00:00,2021-10-03 11:24:44+00:00,5,5,5,1304.3600000000001,260.872,59,4,4,5,4,Champions
1515915625720233133,2021-12-01 04:32:18+00:00,2021-12-01 05:03:28+00:00,3,3,3,1304.31,434.77,1,5,3,5,4,Champions
1515915625671883510,2021-08-20 09:36:00+00:00,2021-08-20 09:42:38+00:00,2,2,2,1303.56,651.78,104,4,2,5,4,Champions
1515915625396964441,2021-02-25 05:28:48+00:00,2021-07-15 09:00:47+00:00,6,6,6,1302.73,217.12166666666667,140,4,4,5,4,Champions
1515915625689806442,2021-11-05 09:56:11+00:00,2021-11-05 09:56:11+00:00,1,2,2,1301.89,1301.89,27,5,1,5,3,Recent Customers
1515915625704002772,2021-10-31 10:14:06+00:00,2021-10-31 10:14:06+00:00,1,1,1,1301.89,1301.89,31,5,1,5,3,Recent Customers
1515915625160166129,2018-12-08 16:06:37+00:00,2021-03-20 17:35:22+00:00,7,7,7,1301.76,185.96571428571428,256,3,4,5,4,Loyal Customers
1515915625525813554,2020-10-15 05:12:46+00:00,2020-10-15 05:12:46+00:00,1,1,1,1301.23,1301.23,413,1,1,5,3,Potential Loyalists
1515915625694625113,2021-10-11 16:38:59+00:00,2021-10-11 16:38:59+00:00,1,1,1,1301.23,1301.23,51,5,1,5,3,Recent Customers
1515915625712189845,2021-11-15 19:28:17+00:00,2021-11-15 19:28:17+00:00,1,1,1,1301.23,1301.23,16,5,1,5,3,Recent Customers
1515915625401872074,2020-09-20 11:31:57+00:00,2021-07-28 09:04:41+00:00,2,2,2,1301.1,650.55,127,4,2,5,4,Champions
1515915625712634086,2021-11-16 15:08:17+00:00,2021-11-17 08:21:03+00:00,2,2,2,1301.1,650.55,15,5,2,5,4,Champions
1316820305770971659,2019-08-20 15:32:59+00:00,2019-10-26 11:12:28+00:00,3,4,4,1300.8200000000002,433.60666666666674,767,1,3,5,4,At Risk
1515915625655722157,2021-06-25 19:40:51+00:00,2021-06-25 19:40:51+00:00,1,7,7,1300.41,1300.41,159,3,1,5,3,Potential Loyalists
1515915625361498376,2020-02-11 15:05:23+00:00,2020-02-12 18:57:40+00:00,2,3,3,1299.59,649.795,658,1,2,5,4,At Risk
1515915625669865612,2021-08-13 14:42:01+00:00,2021-08-13 14:59:06+00:00,2,2,2,1298.36,649.18,110,4,2,5,4,Champions
1515915625668037918,2021-08-06 22:58:30+00:00,2021-08-06 22:58:30+00:00,1,4,4,1298.2199999999998,1298.2199999999998,117,4,1,5,3,Recent Customers
1515915625228885738,2020-03-01 15:16:02+00:00,2020-12-21 15:15:15+00:00,6,6,6,1296.56,216.09333333333333,345,2,4,5,4,At Risk
1515915625655723692,2021-07-06 16:00:23+00:00,2021-07-06 16:00:23+00:00,2,3,3,1296.26,648.13,148,4,2,5,4,Champions
1515915625688606551,2021-09-27 17:33:02+00:00,2021-09-27 17:33:02+00:00,1,2,2,1295.75,1295.75,65,4,1,5,3,Recent Customers
1515915625221697861,2019-07-25 08:17:12+00:00,2019-07-25 08:17:12+00:00,1,2,2,1294.6799999999998,1294.6799999999998,861,1,1,5,3,Potential Loyalists
1515915625111960148,2019-07-16 08:40:24+00:00,2020-01-24 10:17:50+00:00,4,5,5,1294.49,323.6225,677,1,3,5,4,At Risk
1515915625422785393,2021-08-25 15:51:02+00:00,2021-08-25 15:51:02+00:00,1,1,1,1294.38,1294.38,98,4,1,5,3,Recent Customers
1515915625432458214,2021-03-21 16:36:55+00:00,2021-03-21 16:36:55+00:00,1,1,1,1294.38,1294.38,255,3,1,5,3,Potential Loyalists
1515915625555684047,2020-12-08 12:14:43+00:00,2020-12-08 12:14:43+00:00,1,1,1,1294.38,1294.38,358,1,1,5,3,Potential Loyalists
1515915625620378822,2021-06-17 11:56:16+00:00,2021-06-17 11:56:16+00:00,1,1,1,1294.38,1294.38,167,3,1,5,3,Potential Loyalists
1515915625625092043,2021-03-28 11:25:04+00:00,2021-03-28 11:25:04+00:00,1,1,1,1294.38,1294.38,248,3,1,5,3,Potential Loyalists
1515915625647563725,2021-06-10 07:16:52+00:00,2021-06-10 07:16:52+00:00,1,1,1,1294.38,1294.38,175,3,1,5,3,Potential Loyalists
1515915625650577801,2021-06-10 10:58:23+00:00,2021-06-10 10:58:23+00:00,1,1,1,1294.38,1294.38,174,3,1,5,3,Potential Loyalists
1515915625657614536,2021-07-02 14:06:59+00:00,2021-07-02 14:06:59+00:00,1,1,1,1294.38,1294.38,152,4,1,5,3,Recent Customers
1515915625685599645,2021-09-20 08:17:09+00:00,2021-09-20 08:17:09+00:00,1,1,1,1294.38,1294.38,73,4,1,5,3,Recent Customers
1515915625689067346,2021-09-28 13:38:45+00:00,2021-09-28 13:38:45+00:00,1,1,1,1294.38,1294.38,64,4,1,5,3,Recent Customers
1515915625692197617,2021-10-06 11:58:32+00:00,2021-10-06 11:58:32+00:00,1,1,1,1294.38,1294.38,56,5,1,5,3,Recent Customers
1515915625694291128,2021-10-11 00:13:32+00:00,2021-10-11 00:13:32+00:00,1,1,1,1294.38,1294.38,52,5,1,5,3,Recent Customers
1515915625704678561,2021-11-01 18:16:58+00:00,2021-11-01 18:16:58+00:00,1,1,1,1294.38,1294.38,30,5,1,5,3,Recent Customers
1515915625713699693,2021-11-18 14:39:21+00:00,2021-11-18 14:39:21+00:00,1,1,1,1294.38,1294.38,13,5,1,5,3,Recent Customers
1515915625717498127,2021-11-29 18:07:01+00:00,2021-11-29 18:07:01+00:00,1,1,1,1294.38,1294.38,2,5,1,5,3,Recent Customers
1369801066538861492,2020-11-05 12:55:35+00:00,2021-08-30 08:59:53+00:00,2,2,2,1294.25,647.125,94,4,2,5,4,Champions
1515915625132874589,2019-03-03 16:56:57+00:00,2019-03-14 14:56:09+00:00,2,2,2,1294.25,647.125,993,1,2,5,4,At Risk
1515915625548636328,2020-12-11 18:07:27+00:00,2021-03-27 14:35:22+00:00,2,2,2,1294.25,647.125,249,3,2,5,4,Loyal Customers
1515915625622294710,2021-11-11 14:00:03+00:00,2021-11-11 14:00:03+00:00,1,2,2,1294.25,1294.25,20,5,1,5,3,Recent Customers
1515915625593363977,2021-01-15 21:03:39+00:00,2021-01-15 21:58:28+00:00,2,4,4,1293.97,646.985,320,2,2,5,4,At Risk
1515915625611313052,2021-03-04 13:42:38+00:00,2021-03-06 13:56:32+00:00,4,4,4,1293.9699999999998,323.49249999999995,270,3,3,5,4,Loyal Customers
1515915625636172464,2021-04-28 20:37:07+00:00,2021-05-07 06:13:24+00:00,4,4,4,1293.9699999999998,323.49249999999995,209,3,3,5,4,Loyal Customers
1515915625316525126,2019-06-28 11:55:32+00:00,2021-01-02 13:09:57+00:00,7,7,7,1293.0700000000002,184.72428571428574,333,2,4,5,4,At Risk
1515915625540910652,2021-07-28 08:06:15+00:00,2021-07-29 07:26:18+00:00,2,3,3,1292.88,646.44,126,4,2,5,4,Champions
1515915625272793794,2020-03-24 07:49:41+00:00,2020-03-24 07:49:41+00:00,1,2,2,1292.88,1292.88,618,1,1,5,3,Potential Loyalists
1515915625524309298,2021-05-13 17:53:32+00:00,2021-05-13 17:53:32+00:00,1,1,1,1292.32,1292.32,202,3,1,5,3,Potential Loyalists
1515915625547206551,2020-12-20 06:13:47+00:00,2020-12-20 06:13:47+00:00,1,1,1,1292.32,1292.32,347,2,1,5,3,Potential Loyalists
1515915625547621217,2020-12-02 23:03:01+00:00,2020-12-02 23:03:01+00:00,1,1,1,1292.32,1292.32,364,1,1,5,3,Potential Loyalists
1515915625620232477,2021-03-21 09:10:13+00:00,2021-03-21 09:10:13+00:00,1,1,1,1292.32,1292.32,256,3,1,5,3,Potential Loyalists
1515915625684264616,2021-11-26 12:21:42+00:00,2021-11-26 12:21:42+00:00,1,1,1,1292.32,1292.32,5,5,1,5,3,Recent Customers
1515915625689678045,2021-09-30 06:30:26+00:00,2021-09-30 06:30:26+00:00,1,1,1,1292.32,1292.32,63,4,1,5,3,Recent Customers
1515915625711495372,2021-11-14 15:41:24+00:00,2021-11-14 15:41:24+00:00,1,1,1,1292.32,1292.32,17,5,1,5,3,Recent Customers
1515915625713403957,2021-11-18 04:21:15+00:00,2021-11-18 04:21:15+00:00,1,1,1,1292.32,1292.32,14,5,1,5,3,Recent Customers
1515915625714483522,2021-11-20 06:59:35+00:00,2021-11-20 06:59:35+00:00,1,1,1,1292.32,1292.32,12,5,1,5,3,Recent Customers
1515915625665559560,2021-07-30 04:41:05+00:00,2021-07-30 04:41:05+00:00,1,2,2,1291.6499999999999,1291.6499999999999,125,4,1,5,3,Recent Customers
1515915625604125081,2021-02-11 11:49:46+00:00,2021-02-11 15:17:00+00:00,3,6,6,1290.84,430.28,293,2,3,5,4,At Risk
1515915625653435868,2021-06-17 18:35:23+00:00,2021-06-17 18:35:23+00:00,1,4,4,1289.8600000000001,1289.8600000000001,167,3,1,5,3,Potential Loyalists
1515915625331477210,2019-08-07 07:32:55+00:00,2021-01-14 11:40:21+00:00,2,2,2,1289.56,644.78,321,2,2,5,4,At Risk
1515915625150282829,2020-02-04 10:23:23+00:00,2020-12-20 14:00:00+00:00,3,4,4,1289.45,429.81666666666666,346,2,3,5,4,At Risk
1515915625406908096,2020-01-28 18:08:02+00:00,2021-04-29 12:41:10+00:00,3,3,3,1288.6299999999999,429.5433333333333,216,3,3,5,4,Loyal Customers
1515915625595948750,2021-02-09 19:55:46+00:00,2021-02-09 19:55:46+00:00,1,5,5,1288.36,1288.36,295,2,1,5,3,Potential Loyalists
1515915625535091989,2020-12-13 07:46:06+00:00,2021-08-19 11:35:41+00:00,2,3,3,1288.1399999999999,644.0699999999999,104,4,2,5,4,Champions
1515915625282545005,2021-11-03 22:33:56+00:00,2021-11-03 22:33:56+00:00,1,1,1,1287.53,1287.53,28,5,1,5,3,Recent Customers
1515915625499735932,2020-08-13 18:43:41+00:00,2020-08-13 18:43:41+00:00,1,1,1,1287.53,1287.53,475,1,1,5,3,Potential Loyalists
1515915625570703365,2020-12-29 23:40:08+00:00,2020-12-29 23:40:08+00:00,1,1,1,1287.53,1287.53,337,2,1,5,3,Potential Loyalists
1515915625597458019,2021-01-30 08:56:07+00:00,2021-01-30 08:56:07+00:00,1,1,1,1287.53,1287.53,306,2,1,5,3,Potential Loyalists
1515915625335311594,2020-08-26 07:08:16+00:00,2021-03-09 09:10:14+00:00,4,5,5,1287.43,321.8575,268,3,3,5,4,Loyal Customers
1515915625545569374,2021-11-19 16:40:00+00:00,2021-11-28 17:24:05+00:00,3,3,3,1287.4,429.1333333333334,3,5,3,5,4,Champions
1515915625270525373,2020-03-19 18:39:08+00:00,2020-03-19 19:01:34+00:00,2,2,2,1287.4,643.7,622,1,2,5,4,At Risk
1515915625324096854,2020-09-07 09:09:50+00:00,2021-05-10 11:28:56+00:00,2,2,2,1287.4,643.7,205,3,2,5,4,Loyal Customers
1515915625507480484,2020-08-24 06:43:33+00:00,2020-11-30 11:42:09+00:00,2,2,2,1287.4,643.7,366,1,2,5,4,At Risk
1515915625667239070,2021-08-04 19:00:00+00:00,2021-08-06 21:29:31+00:00,2,2,2,1287.4,643.7,117,4,2,5,4,Champions
1515915625449631920,2020-04-25 09:41:02+00:00,2020-04-25 09:41:02+00:00,1,2,2,1287.4,1287.4,586,1,1,5,3,Potential Loyalists
1515915625661264073,2021-07-28 10:11:36+00:00,2021-07-28 10:11:36+00:00,1,2,2,1287.4,1287.4,126,4,1,5,3,Recent Customers
1515915625105617424,2019-09-02 23:28:16+00:00,2021-03-06 02:06:25+00:00,2,3,3,1287.26,643.63,271,3,2,5,4,Loyal Customers
1515915625209482263,2020-01-21 16:07:38+00:00,2021-01-05 07:29:13+00:00,2,3,3,1287.26,643.63,331,2,2,5,4,At Risk
1515915625594215570,2021-02-01 09:30:22+00:00,2021-02-01 10:52:22+00:00,2,4,4,1287.12,643.56,303,2,2,5,4,At Risk
1515915625662235295,2021-07-20 19:46:07+00:00,2021-07-20 19:57:19+00:00,2,4,4,1287.12,643.56,134,4,2,5,4,Champions
1515915625386603286,2020-10-05 21:54:01+00:00,2021-11-04 19:29:23+00:00,4,5,5,1286.98,321.745,27,5,3,5,4,Champions
1515915625353323997,2020-02-08 06:31:23+00:00,2021-01-20 17:20:59+00:00,3,5,5,1286.98,428.99333333333334,315,2,3,5,4,At Risk
1515915625405029256,2020-01-24 21:58:32+00:00,2020-01-25 14:06:51+00:00,4,8,8,1286.86,321.715,676,1,3,5,4,At Risk
1515915625160068076,2019-12-27 12:27:37+00:00,2019-12-27 12:27:37+00:00,1,1,1,1286.3,1286.3,705,1,1,5,3,Potential Loyalists
1515915625660102283,2021-07-13 10:15:42+00:00,2021-07-13 10:15:42+00:00,1,1,1,1286.3,1286.3,141,4,1,5,3,Recent Customers
1515915625677412651,2021-11-21 15:35:59+00:00,2021-11-21 15:35:59+00:00,1,2,2,1286.3,1286.3,10,5,1,5,3,Recent Customers
1515915625467313205,2020-09-29 05:05:31+00:00,2021-07-31 06:05:43+00:00,3,3,3,1285.9,428.6333333333334,124,4,3,5,4,Champions
1515915625553342840,2020-12-11 11:46:00+00:00,2020-12-11 11:46:00+00:00,1,1,1,1284.93,1284.93,355,1,1,5,3,Potential Loyalists
1515915625269081039,2019-11-27 01:41:45+00:00,2020-08-04 05:00:27+00:00,4,6,6,1284.62,321.155,485,1,3,5,4,At Risk
1515915625515414414,2020-10-31 17:29:19+00:00,2021-06-17 17:40:33+00:00,7,7,7,1284.48,183.49714285714285,167,3,4,5,4,Loyal Customers
1515915625591807624,2021-01-11 10:16:50+00:00,2021-01-12 15:31:17+00:00,3,4,4,1284.0900000000001,428.03000000000003,323,2,3,5,4,At Risk
1515915625694187746,2021-10-10 17:53:23+00:00,2021-10-10 17:53:23+00:00,1,1,1,1282.85,1282.85,52,5,1,5,3,Recent Customers
1515915625708988242,2021-11-10 12:47:16+00:00,2021-11-10 12:47:16+00:00,1,1,1,1282.85,1282.85,21,5,1,5,3,Recent Customers
1515915625718025455,2021-11-28 16:01:13+00:00,2021-11-28 16:01:13+00:00,1,1,1,1282.85,1282.85,3,5,1,5,3,Recent Customers
1515915625668365862,2021-08-07 22:57:10+00:00,2021-08-07 23:06:37+00:00,2,2,2,1282.2,641.1,116,4,2,5,4,Champions
1515915625221896698,2019-02-18 14:01:48+00:00,2020-08-02 06:47:12+00:00,3,3,3,1281.82,427.2733333333333,487,1,3,5,4,At Risk
1515915625672653523,2021-08-19 06:23:39+00:00,2021-09-10 12:20:50+00:00,4,4,4,1281.65,320.4125,82,4,3,5,4,Champions
1515915625707254898,2021-11-25 05:39:13+00:00,2021-11-29 10:56:36+00:00,3,4,4,1281.1299999999999,427.0433333333333,2,5,3,5,4,Champions
1515915625282269944,2020-12-19 14:45:28+00:00,2020-12-19 14:45:28+00:00,1,1,1,1280.68,1280.68,347,2,1,5,3,Potential Loyalists
1515915625311195653,2020-07-10 06:43:46+00:00,2020-07-10 06:43:46+00:00,1,1,1,1280.68,1280.68,510,1,1,5,3,Potential Loyalists
1515915625524846436,2021-01-10 17:24:29+00:00,2021-01-10 17:24:29+00:00,1,1,1,1280.68,1280.68,325,2,1,5,3,Potential Loyalists
1515915625597794404,2021-01-27 18:55:44+00:00,2021-01-27 18:55:44+00:00,1,1,1,1280.68,1280.68,308,2,1,5,3,Potential Loyalists
1515915625647452615,2021-05-31 04:54:54+00:00,2021-05-31 04:54:54+00:00,1,1,1,1280.68,1280.68,185,3,1,5,3,Potential Loyalists
1515915625657786110,2021-07-03 12:25:11+00:00,2021-07-03 12:25:11+00:00,1,1,1,1280.68,1280.68,151,4,1,5,3,Recent Customers
1515915625659445466,2021-07-09 08:23:10+00:00,2021-07-09 08:23:10+00:00,1,1,1,1280.68,1280.68,146,4,1,5,3,Recent Customers
1515915625675921328,2021-08-26 20:02:48+00:00,2021-08-26 20:02:48+00:00,1,1,1,1280.68,1280.68,97,4,1,5,3,Recent Customers
1515915625717385273,2021-11-25 13:52:44+00:00,2021-11-25 13:52:44+00:00,1,1,1,1280.68,1280.68,6,5,1,5,3,Recent Customers
1515915625719696988,2021-11-30 05:02:57+00:00,2021-11-30 05:02:57+00:00,1,1,1,1280.68,1280.68,2,5,1,5,3,Recent Customers
1515915625534750427,2021-06-27 22:47:29+00:00,2021-06-27 22:47:29+00:00,1,2,2,1280.55,1280.55,157,3,1,5,3,Potential Loyalists
1515915625643036016,2021-09-15 12:30:00+00:00,2021-09-15 12:30:00+00:00,1,2,2,1280.55,1280.55,77,4,1,5,3,Recent Customers
1515915625674123627,2021-08-23 19:36:46+00:00,2021-08-23 19:36:46+00:00,1,3,3,1280.4,1280.4,100,4,1,5,3,Recent Customers
1515915625199219485,2019-09-23 11:22:35+00:00,2021-09-07 16:50:16+00:00,3,5,5,1280.28,426.76,85,4,3,5,4,Champions
1515915625712009348,2021-11-15 13:21:52+00:00,2021-11-15 13:21:52+00:00,1,2,2,1279.67,1279.67,16,5,1,5,3,Recent Customers
1515915625692291962,2021-10-06 16:22:55+00:00,2021-11-24 16:17:28+00:00,5,6,6,1279.33,255.86599999999999,7,5,4,5,4,Champions
1515915625719282279,2021-11-29 08:23:28+00:00,2021-11-29 08:23:28+00:00,1,9,9,1278.22,1278.22,3,5,1,5,3,Recent Customers
1515915625173211233,2021-08-17 15:41:36+00:00,2021-11-21 15:36:46+00:00,5,6,6,1277.26,255.452,10,5,4,5,4,Champions
1515915625378870317,2019-12-04 07:00:38+00:00,2020-12-28 17:11:10+00:00,5,7,7,1276.99,255.398,338,2,4,5,4,At Risk
1515915625273602307,2020-02-07 07:17:52+00:00,2021-10-11 15:18:25+00:00,6,8,8,1276.81,212.80166666666665,51,5,4,5,4,Champions
1515915625665954176,2021-07-31 10:59:51+00:00,2021-08-03 11:10:52+00:00,2,2,2,1275.11,637.555,120,4,2,5,4,Champions
1515915625718222728,2021-11-30 02:02:08+00:00,2021-11-30 02:06:26+00:00,2,2,2,1275.11,637.555,2,5,2,5,4,Champions
1515915625609475243,2021-02-25 12:55:13+00:00,2021-02-25 12:55:13+00:00,1,1,1,1273.84,1273.84,279,2,1,5,3,Potential Loyalists
1515915625675322732,2021-08-25 13:10:30+00:00,2021-08-25 13:10:30+00:00,1,1,1,1273.84,1273.84,98,4,1,5,3,Recent Customers
1515915625526112308,2020-10-15 13:02:15+00:00,2020-10-15 14:47:39+00:00,2,2,2,1273.7,636.85,412,1,2,5,4,At Risk
1515915625539879969,2020-12-11 06:49:18+00:00,2021-01-23 15:54:08+00:00,2,2,2,1273.7,636.85,312,2,2,5,4,At Risk
1515915625547330194,2020-12-10 09:09:46+00:00,2020-12-10 12:32:53+00:00,2,2,2,1273.7,636.85,356,1,2,5,4,At Risk
1515915625553285974,2020-12-07 14:06:53+00:00,2020-12-08 10:38:51+00:00,2,2,2,1273.7,636.85,358,1,2,5,4,At Risk
1515915625566180920,2021-04-16 12:07:27+00:00,2021-06-18 11:34:03+00:00,2,2,2,1273.7,636.85,166,3,2,5,4,Loyal Customers
1515915625566303367,2020-12-21 19:53:54+00:00,2020-12-21 20:01:42+00:00,2,2,2,1273.7,636.85,345,2,2,5,4,At Risk
